,id,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,prompt,completion,matched,check_manually,completion.1,matched.1,check_manually.1,X.1,completion.2,matched.2,check_manually.2,resampled,id_sampleno,match_vote_outcome,vote_gpt
629,823,45,female,upper secondary education,never,in domestic work,15000,country village,Telangana,Hindu,OBC (Other Backward Classes),Left / center left,Congress,moderate trust,1,"I am 45 and I am a female. I have a upper secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Congress.",Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,823_,TRUE,Congress
630,824,64,male,primary education,currently,in paid work,8000,country village,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,2,"I am 64 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,824_,TRUE,BJP
631,825,37,female,bachelor,currently,in paid work,35000,country village,Telangana,Hindu,OBC (Other Backward Classes),Left / center left,Congress,trust,1,"I am 37 and I am a female. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I likely voted for Congress.,Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,825_,TRUE,Congress
632,826,23,male,upper secondary education,never,in education,35000,country village,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,"I am 23 and I am a male. I have a upper secondary education. I am in education. My personal income is about 35000. I am a Hindu. I live in a country village in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,826_,TRUE,BJP
633,827,36,male,no education,currently,in paid work,4500,the suburbs,Telangana,Hindu,OBC (Other Backward Classes),Left / center left,Congress,little trust,3,"I am 36 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Left / center left. I identify with Congress. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Congress.",Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,827_,TRUE,Congress
634,828,51,female,primary education,currently,in paid work,4500,the suburbs,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,1,"I am 51 and I am a female. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,828_,TRUE,BJP
635,829,60,female,no education,currently,in paid work,4500,the suburbs,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,2,"I am 60 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for BJP.,BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,829_,TRUE,BJP
636,830,60,male,no education,formerly,retired,8000,the suburbs,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,2,"I am 60 and I am a male. I have a no education. I am retired. My personal income is about 8000. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,830_,TRUE,BJP
637,831,35,female,no education,currently,in paid work,8000,the suburbs,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,2,"I am 35 and I am a female. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Based on your information, it's likely you voted",NA,1,I likely voted for BJP.,BJP,0,NA,NA,NA,NA,NA,831_,TRUE,BJP
638,832,45,female,lower secondary education,currently,in paid work,4500,the suburbs,Telangana,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,3,"I am 45 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,832_,TRUE,BJP
639,833,52,male,no education,currently,in paid work,4500,the suburbs,Telangana,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,no trust,2,"I am 52 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","I cannot predict individual actions or decisions, including voting",cannot,1,I cannot predict personal actions or political decisions.,cannot,1,83,"I cannot predict individual actions or decisions, including how",cannot,1,1,833_,FALSE,No vote
640,834,48,female,no education,currently,in paid work,4500,the suburbs,Telangana,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,complete trust,5,"I am 48 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have complete trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely for Regional Party.",Regional Party,0,NA,NA,NA,NA,NA,NA,NA,NA,834_,TRUE,Unknown
641,835,33,female,lower secondary education,currently,in paid work,4500,the suburbs,Telangana,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,moderate trust,5,"I am 33 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a the suburbs in Telangana. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely a Regional Party.",Regional Party,0,NA,NA,NA,NA,NA,NA,NA,NA,835_,TRUE,Unknown
