id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
925,"Yes, likely voted for a Regional Party.",Regional Party,0,45,male,lower secondary education,currently,in paid work,4500,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,trust,2,3,5,0.2,"I am 45 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
926,It's not possible to accurately predict individual voting behavior,not,1,31,female,lower secondary education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,trust,2,2,5,0.52,"I am 31 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
927,I likely voted for BJP.,BJP,0,41,female,no education,never,in domestic work,8000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,3,5,1.27,"I am 41 and I am a female. I have a no education. I am in domestic work. My personal income is about 8000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
928,"Yes, likely voted for SP or BSP.",Third Front,0,24,male,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Center / liberal,Third Front,trust,2,4,5,1.21,"I am 24 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
929,"Yes, BJP.",BJP,0,48,male,lower secondary education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,trust,1,5,6,0.46,"I am 48 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
930,I predict you voted for BJP.,BJP,0,38,male,no education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,2,1,5,1.89,"I am 38 and I am a male. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
931,I voted for the Communist Party.,Communist Party,0,39,female,no education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,1,2,5,1.4,"I am 39 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
932,"Yes, BJP.",BJP,0,47,male,no education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,5,8,0.99,"I am 47 and I am a male. I have a no education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
933,"Yes, BJP.",BJP,0,70,male,no education,currently,in paid work,15000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,2,5,9,1.68,"I am 70 and I am a male. I have a no education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
934,I voted for BJP.,BJP,0,47,female,no education,never,in domestic work,15000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,5,8,1.27,"I am 47 and I am a female. I have a no education. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
935,I predict you voted for the BJP.,BJP,0,48,male,primary education,currently,in paid work,35000,country village,Uttar Pradesh,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,trust,2,5,5,0.99,"I am 48 and I am a male. I have a primary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a country village in Uttar Pradesh. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
