"","id","completion","matched","check_manually","Age","Sex","Education","Work","EmploymentStatus","Income","Living","State","Religion","ReligiousCaste","PoliticalAffiliation","Vote","trust","V4","V10","Selfplacement","Weight","prompt","id_sampleno","X","completion.1","matched.1","check_manually.1","X.1","completion.2","matched.2","check_manually.2","resampled"
"757",862,"I voted for BJP.","BJP",0,21,"male","bachelor","never","in education",15000,"a big city","Bihar","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",2,2,7,2.19,"I am 21 and I am a male. I have a bachelor. I am in education. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","862_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",863,"I voted for BJP.","BJP",0,31,"female","bachelor","never","in domestic work",15000,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",1,5,8,0.69,"I am 31 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","863_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",864,"Yes, BJP.","BJP",0,24,"male","lower secondary education","currently","in paid work",15000,"a big city","Bihar","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",4,1,9,1.45,"I am 24 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","864_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",865,"I voted for BJP.","BJP",0,30,"female","bachelor","never","in education",15000,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",1,5,8,0.69,"I am 30 and I am a female. I have a bachelor. I am in education. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","865_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",866,"Yes, likely voted for a Third Front party.","Third Front",0,54,"male","master","formerly","retired",35000,"a big city","Bihar","Hindu","SC (Scheduled Caste/ Dalits)","Center / liberal","Third Front","trust",1,3,1,0.27,"I am 54 and I am a male. I have a master. I am retired. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Center / liberal. I identify with Third Front. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","866_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",867,"Yes, likely voted for a Regional Party.","Regional Party",0,41,"female","bachelor","currently","in paid work",35000,"a big city","Bihar","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","trust",2,3,8,0.46,"I am 41 and I am a female. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","867_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",868,"Yes, BJP","BJP",0,33,"male","upper secondary education","currently","in paid work",15000,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",2,3,8,0.49,"I am 33 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","868_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",869,"Yes, BJP.","BJP",0,43,"male","upper secondary education","currently","in paid work",35000,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","moderate trust",2,2,7,0.24,"I am 43 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","869_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",870,"I voted for BJP.","BJP",0,44,"female","lower secondary education","currently","in paid work",35000,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",2,3,8,0.23,"I am 44 and I am a female. I have a lower secondary education. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","870_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",871,"I cannot predict or assume personal actions or decisions.","cannot",1,53,"male","bachelor","currently","in paid work",35000,"a big city","Bihar","Hindu","UCH (Upper Caste Hindus)","Right / conservative","BJP","moderate trust",4,1,7,0.45,"I am 53 and I am a male. I have a bachelor. I am in paid work. My personal income is about 35000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","871_",167,"Yes, BJP.","BJP",0,NA,NA,NA,NA,NA
"767",872,"Yes, BJP.","BJP",0,58,"female","lower secondary education","formerly","retired",15000,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",1,5,8,0.35,"I am 58 and I am a female. I have a lower secondary education. I am retired. My personal income is about 15000. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","872_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",873,"I predict you voted for the BJP.","BJP",0,23,"male","bachelor","never","in education",4500,"a big city","Bihar","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",1,5,7,1.17,"I am 23 and I am a male. I have a bachelor. I am in education. My personal income is about 4500. I am a Hindu. I live in a a big city in Bihar. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","873_",NA,NA,NA,NA,NA,NA,NA,NA,NA
